구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
공중화장실,삼성증권,"대구광역시 수성구 달구벌대로 2424, (범어동)",대구광역시 수성구 범어동 190-5,N,46,47,0,0,0,0,31,0,0,삼성증권,053-1588-3305,09:00~18:00,Dec-94,35.85835267,128.6275093,2019-09-10
공중화장실,현대증권빌딩,"대구광역시 수성구 달구벌대로 2418, (범어동)",대구광역시 수성구 범어동 190-2,N,15,24,1,0,0,0,15,1,0,현대증권대구WMC,053-756-9925,07:00~20:00,Dec-98,35.85827376,128.6271271,2019-09-10
공중화장실,대구여자고등학교,"대구광역시 수성구 달구벌대로488길 17, (범어동)",대구광역시 수성구 범어동 238-41,N,8,9,0,1,0,0,120,4,0,대구여자고등학교,053-231-7251,08:20~16:20,Aug-80,35.8562356,128.630221,2019-09-10
공중화장실,효산병원,"대구광역시 수성구 동대구로 245, (범어동)",대구광역시 수성구 범어동 774-60,N,10,12,1,0,0,0,8,3,0,효산요양병원,053-766-2114,24시간,Feb-98,35.85222018,128.624677,2019-09-10
공중화장실,여성메디파크병원,"대구광역시 수성구 동대구로 271, (범어동)",대구광역시 수성구 범어동 595-27,N,5,5,2,0,1,0,11,0,0,여성메디파크병원,053-740-7700,24시간,Oct-18,35.8546625,128.6248126,2019-09-10
공중화장실,경상제일주유소,"대구광역시 수성구 국채보상로 964, (범어동)",대구광역시 수성구 범어동 428-4,Y,2,2,0,0,0,0,0,0,0,경상제일주유소,053-741-3059,06:00~24:00,Apr-95,35.8669603,128.6360594,2019-09-10
공중화장실,범어초등학교,"대구광역시 수성구 달구벌대로489길 55, (범어동)",대구광역시 수성구 범어동 154,N,12,15,6,0,1,0,13,1,1,범어초등학교,053-232-1783,09:00~18:00,Dec-71,35.8606616,128.633199,2019-09-10
공중화장실,새범어종합시장,"대구광역시 수성구 국채보상로192길 20, (범어동, 새범어)",대구광역시 수성구 범어동 432-1 새범어,N,4,4,0,0,0,0,6,0,0,새범어종합시장,,09:00~18:00,Jan-82,35.8663397,128.6352816,2019-09-10
공중화장실,율촌빌딩,"대구광역시 수성구 동대구로 348-15, (범어동)",대구광역시 수성구 범어동 175-8,N,7,14,0,0,0,0,13,0,0,율촌빌딩,053-755-1111,09:00~18:00,Jul-18,35.86163581,128.6288068,2019-09-10
개방화장실,동일빌딩,"대구광역시 수성구 달구벌대로 2503, (범어동)",대구광역시 수성구 범어동 223-5,N,11,19,0,0,0,0,11,0,0,동일빌딩,053-756-1201,09:00~20:00,Aug-94,35.85925127,128.6366003,2019-09-10
공중화장실,킹덤오피스텔,"대구광역시 수성구 동대구로 386, (범어동)",대구광역시 수성구 범어동 45-5,N,34,49,0,0,0,0,48,0,0,킹덤오피스텔,053-745-6361,24시간,Jul-91,35.8649121,128.6275387,2019-09-10
공중화장실,범어타워,"대구광역시 수성구 동대구로 390, (범어동)",대구광역시 수성구 범어동 45-29,N,12,36,0,0,0,0,24,0,0,범어오피스텔,053-742-3377,09:00~18:00,Jun-92,35.86514871,128.6275158,2019-09-10
공중화장실,우정법원빌딩,"대구광역시 수성구 동대구로 348-17, (범어동)",대구광역시 수성구 범어동 175-4,N,12,11,0,0,0,0,8,0,0,우정법원빌딩,053-744-0191,08:30~18:30,Dec-95,35.86165285,128.6289748,2019-09-10
공중화장실,교직원공제회관,"대구광역시 수성구 동대구로 334, (범어동)",대구광역시 수성구 범어동 177-4,N,34,64,1,0,0,0,32,0,0,교직원공제회관,053-753-9484,05:00~23:00,Jan-97,35.86003987,128.6271794,2019-09-10
공중화장실,성광빌딩,"대구광역시 수성구 동대구로 358-6, (범어동)",대구광역시 수성구 범어동 174-1,N,12,18,0,0,0,0,12,0,0,성광빌딩,053-752-3333,09:00~18:00,Nov-93,35.8620576,128.6279098,2019-09-10
공중화장실,대구상조빌딩,"대구광역시 수성구 달구벌대로 2461, (범어동)",대구광역시 수성구 범어동 165-4,N,28,29,1,0,0,0,28,1,0,대구상조㈜,053-253-6655,09:00~19:00,Feb-18,35.8592164,128.6319143,2019-09-10
공중화장실,상원빌딩,"대구광역시 수성구 동대구로 330, (범어동)",대구광역시 수성구 범어동 177-10,N,12,20,1,1,0,0,12,1,0,㈜상원,053-744-4314,06:00~24:00,Dec-91,35.85972355,128.627343,2019-09-10
개방화장실,동대구농협,"대구광역시 수성구 달구벌대로 2487, (범어동)",대구광역시 수성구 범어동 170-1,N,10,15,0,0,0,0,15,0,0,동대구농협,053-756-0091,09:00~18:00,Sep-93,35.85924346,128.6346468,2019-09-10
공중화장실,대구문화방송M.B.C,"대구광역시 수성구 동대구로 400, (범어동)",대구광역시 수성구 범어동 1,N,48,64,0,0,0,0,51,0,0,대구문화방송M.B.C,053-744-5001,09:00~18:00,Nov-18,35.8661503,128.6288002,2019-09-10
공중화장실,기업은행,"대구광역시 수성구 달구벌대로 2426, (범어동)",대구광역시 수성구 범어동 189-1,N,10,10,0,0,0,0,10,0,0,기업은행,053-744-5194,09:00~18:00,Dec-83,35.85846804,128.6278535,2019-09-10
개방화장실,수성주유소,"대구광역시 수성구 달구벌대로 2457, (범어동)",대구광역시 수성구 범어동 165-17,N,1,1,0,0,0,0,1,0,0,수성주유소,053-752-4071,06:00~24:00,Apr-93,35.8595067,128.6315623,2019-09-10
공중화장실,송원교육문화재단송원학원,"대구광역시 수성구 달구벌대로 2521, (범어동)",대구광역시 수성구 범어동 221-6,N,24,47,0,0,0,0,28,0,0,송원교육문화재단송원학원,053-753-1000,09:00~18:00,Jun-18,35.85920445,128.6386361,2019-09-10
공중화장실,동천초등학교,"대구광역시 수성구 상록로16길 20, (범어동)",대구광역시 수성구 범어동 9,N,16,32,3,0,4,0,32,0,4,동천초등학교,053-232-1493,08:30~16:30,May-67,35.865487,128.6256824,2019-09-10
공중화장실,청운신용협동조합,"대구광역시 수성구 들안로 416, (범어동)",대구광역시 수성구 범어동 1130,N,4,4,0,0,0,0,4,0,0,청운신용협동조합,053-743-9532,08:00~19:00,Oct-18,35.8671007,128.6186087,2019-09-10
공중화장실,로터리시장,"대구광역시 수성구 상록로2길 77, (범어동)",대구광역시 수성구 범어동 29-1,N,3,2,0,0,0,0,3,0,0,로터리시장,,09:00~18:00,Jan-72,35.86274588,128.6250638,2019-09-10
공중화장실,삼성화재㈜범어사옥,"대구광역시 수성구 동대구로 401, (범어동)",대구광역시 수성구 범어동 2-1,N,66,65,2,0,0,0,44,1,0,삼성화재㈜범어사옥,053-607-7581,09:00~18:00,Apr-18,35.86615573,128.6262422,2019-09-10
공중화장실,범어빌딩,"대구광역시 수성구 동대구로 355, (범어동)",대구광역시 수성구 범어동 33-2,N,10,10,0,0,0,0,10,0,0,범어빌딩,053-742-4680,09:00~18:00,Jun-96,35.8623554,128.6261095,2019-09-10
공중화장실,KT범어사옥,"대구광역시 수성구 동대구로 375, (범어동)",대구광역시 수성구 범어동 13-7,N,9,9,0,0,0,0,32,1,0,KT범어사옥,053-752-2917,09:00~18:00,Dec-92,35.86390241,128.6262466,2019-09-10
공중화장실,건설회관,"대구광역시 수성구 국채보상로 860, (범어동)",대구광역시 수성구 범어동 1-4,N,16,16,0,0,0,0,8,0,0,건설회관,053-755-5086,09:00~18:00,Dec-80,35.86684932,128.6249622,2019-09-10
공중화장실,정암빌딩,"대구광역시 수성구 동대구로 341, (범어동)",대구광역시 수성구 범어동 43-8,N,21,30,1,0,0,0,19,1,0,㈜문앤선대구지사,053-753-0474,06:00~22:00,Sep-94,35.86092932,128.6259999,2019-09-10
공중화장실,법무빌딩,"대구광역시 수성구 동대구로 351, (범어동)",대구광역시 수성구 범어동 33-10,N,14,14,0,0,0,0,14,0,0,법무빌딩,053-214-0114,07:30~20:00,Sep-18,35.86183003,128.6261195,2019-09-10
공중화장실,참저축은행,"대구광역시 수성구 동대구로 395, (범어동)",대구광역시 수성구 범어동 2-5,N,15,23,4,0,0,0,24,3,0,참저축은행,053-720-7354,08:00~23:00,Jan-18,35.8656274,128.6262378,2019-09-10
공중화장실,새마을금고중앙회 대구지역본부,"대구광역시 수성구 국채보상로 866, (범어동)",대구광역시 수성구 범어동 1-5,N,13,13,0,0,0,0,13,0,0,새마을금고중앙회 대구지역본부,053-210-3014,08:00~18:00,Sep-91,35.8668294,128.6252283,2019-09-10
공중화장실,가든주유소,"대구광역시 수성구 청호로 417, (범어동)",대구광역시 수성구 범어동 97-11,N,1,1,0,0,0,0,1,0,0,가든주유소,053-741-5152,06:00~23:00,Oct-92,35.854499,128.6390711,2019-09-10
